job_title,job_type,salary,job_skill,gaji_perbulan,clean_text,label
corporate secretarial,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",corporate secretarial excel,administration
corporate account manager,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",corporate account manager communication,sales
assistant manager data governance,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",assistant manager data governance communication,management
product specialist - kota kinabalu,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",product specialist - kota kinabalu excel,administration
my - payroll associate,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",my - payroll associate communication,finance_accounting
senior project manager banking,Contract,"USD 75,000 - 110,000 / YEARLY",communication,"6,250 - 9,167",senior project manager banking communication,management
senior / procurement executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",senior / procurement executive communication,procurement
hr executive cum admin,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",hr executive cum admin excel,hr_recruitment
erp support manager,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",erp support manager communication,customer_service
account management executive - lgs,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",account management executive - lgs communication,administration
software developer mandarin speaker,Full-time,"USD 70,000 - 105,000 / YEARLY",sql,"5,833 - 8,750",software developer mandarin speaker sql,software_dev
work from home php programmer fresh grad / junior,Full-time,"USD 70,000 - 105,000 / YEARLY",sql java react,"5,833 - 8,750",work from home php programmer fresh grad / junior sql java react,backend_dev
senior site reliability engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",python java,"5,833 - 8,750",senior site reliability engineer python java,cloud_devops
credit control executive based in penang,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",credit control executive based in penang excel,administration
management development program - food beverage,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",management development program - food beverage communication,administration
internship mechanical / mechatronic / electrical,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship mechanical / mechatronic / electrical communication,internship
senior staff package design signal power integrity engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",senior staff package design signal power integrity engineer communication,technical_support
product marketing engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel data analysis,"5,833 - 8,750",product marketing engineer excel data analysis,digital_marketing
environmental safety health ehs engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",environmental safety health ehs engineer excel,technical_support
personal loan executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",personal loan executive excel,administration
civil structural designer,Full-time,"USD 45,000 - 70,000 / YEARLY",communication,"3,750 - 5,833",civil structural designer communication,design_uiux
customer relations executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer relations executive excel,administration
assistant finance manager oil gas,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",assistant finance manager oil gas communication,finance_accounting
vision software manager,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",vision software manager communication,management
relationship manager priority banking sabah,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",relationship manager priority banking sabah excel,sales
helpdesk support executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",helpdesk support executive communication,customer_service
system engineer post sales year contract,Contract,"USD 70,000 - 115,500 / YEARLY",python sql excel java,"5,833 - 9,625",system engineer post sales year contract python sql excel java,technical_support
associate - robotic cognitive automation sunway digital hub,Full-time,"USD 70,000 - 105,000 / YEARLY",python sql excel java,"5,833 - 8,750",associate - robotic cognitive automation sunway digital hub python sql excel java,backend_dev
executive affinity digital partnership,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",executive affinity digital partnership communication,administration
gm secretary,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",gm secretary excel,administration
audit/ tax/ accounting internship,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",audit/ tax/ accounting internship communication,finance_accounting
senior executive trade operations,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",senior executive trade operations excel,administration
process project manager,Contract,"USD 75,000 - 110,000 / YEARLY",excel,"6,250 - 9,167",process project manager excel,management
costing engineer tenders contract,Contract,"USD 70,000 - 115,500 / YEARLY",communication,"5,833 - 9,625",costing engineer tenders contract communication,technical_support
finance manager / assistant finance manager,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",finance manager / assistant finance manager excel,finance_accounting
business development engineer east malaysia,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",business development engineer east malaysia excel,sales
senior software engineer net,Full-time,"USD 70,000 - 105,000 / YEARLY",python sql java react,"5,833 - 8,750",senior software engineer net python sql java react,software_dev
software developer - executive shah alam,Full-time,"USD 70,000 - 105,000 / YEARLY",excel java,"5,833 - 8,750",software developer - executive shah alam excel java,software_dev
sm/vp independent credit review,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",sm/vp independent credit review communication,administration
customer admin officer,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",customer admin officer excel,administration
assistant administrative manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",assistant administrative manager excel,management
sales executive,Full-time,"USD 50,000 - 75,000 / YEARLY",sql excel,"4,167 - 6,250",sales executive sql excel,sales
automotive service diagnosis technician,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",automotive service diagnosis technician communication,customer_service
software engineer intern ai,Internship,"USD 18,000 - 24,000 / YEARLY",python sql excel java machine learning data analysis,"1,500 - 2,000",software engineer intern ai python sql excel java machine learning data analysis,software_dev
finance admin executive,Full-time,"USD 50,000 - 75,000 / YEARLY",sql,"4,167 - 6,250",finance admin executive sql,finance_accounting
senior it business analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",senior it business analyst excel,data_analyst_bi
junior - intermediate full stack developer,Full-time,"USD 70,000 - 105,000 / YEARLY",sql java react,"5,833 - 8,750",junior - intermediate full stack developer sql java react,software_dev
procurement specialist based in kulim kedah,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",procurement specialist based in kulim kedah excel,procurement
assistant manager regional finance,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",assistant manager regional finance excel,finance_accounting
assistant manager financial planning analysis,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",assistant manager financial planning analysis excel,management
business development sales manager healthcare,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",business development sales manager healthcare excel,sales
e-commerce revenue manager,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",e-commerce revenue manager communication,management
corporate application engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",corporate application engineer communication,technical_support
delivery engineer fresh graduate,Full-time,"USD 70,000 - 105,000 / YEARLY",python sql,"5,833 - 8,750",delivery engineer fresh graduate python sql,technical_support
senior mechanical rotating engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",senior mechanical rotating engineer excel,technical_support
costing executive / ap executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",costing executive / ap executive communication,administration
safety health coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",safety health coordinator communication,administration
procurement operations executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",procurement operations executive communication,procurement
event senior exec,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",event senior exec communication,administration
administrative assistant warehouse logistic company,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",administrative assistant warehouse logistic company excel,administration
senior project manager contract,Contract,"USD 75,000 - 110,000 / YEARLY",communication,"6,250 - 9,167",senior project manager contract communication,management
m e quantity surveyor,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",m e quantity surveyor communication,administration
software engineer/ sr. software engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",python excel java,"5,833 - 8,750",software engineer/ sr. software engineer python excel java,software_dev
senior executive human resources,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",senior executive human resources excel,hr_recruitment
senior officer - hr generalist,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",senior officer - hr generalist excel,hr_recruitment
internship for software engineering,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship for software engineering communication,software_dev
human resource administration junior executive,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",human resource administration junior executive communication,hr_recruitment
relationship manager - priority banking klang valley,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",relationship manager - priority banking klang valley excel,sales
rtr general ledger team lead gl finance manager - ssc /mnc,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",rtr general ledger team lead gl finance manager - ssc /mnc excel,finance_accounting
admin clerk and accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",admin clerk and accountant excel,finance_accounting
head of taxation treasury,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",head of taxation treasury excel,finance_accounting
executive/ senior executive corporate finance- kl eco city,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",executive/ senior executive corporate finance- kl eco city communication,finance_accounting
admin / office support,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",admin / office support excel,customer_service
senior software engineer net c#,Full-time,"USD 70,000 - 105,000 / YEARLY",sql java react,"5,833 - 8,750",senior software engineer net c# sql java react,software_dev
